name,collection_id
Tempelriddernes skat Collection,205497
Ten Minutes Older... (Collection),369005
Tenchi Muyô Collection,199141
Tengen Toppa Gurren Lagann Collection,23453
Terms of Endearment Collection,507956
Terrifier,727761
Terrifying Girls' High School Series,119236
Terror Within Collection,744694
Texas Chainsaw (Reboot) Collection,425175
Texas Chainsaw Massacre Collection,111751
That's Entertainment Collection,208602
The 100-Year Old Man Collection,501772
The 36th Chamber of Shaolin Collection,108125
The ABCs of Death Collection,207632
The Addams Family (animated) Collection,750822
The Adventures of Antoine Doinel,185682
The Adventures of Erast Fandorin,93446
The Adventures of Mickey Matson Collection,386491
The Adventures of Tad Jones,492969
The Adventures of Tintin Collection,728411
The Adventures of Young Indiana Jones Collection,222049
The Alexandria Trilogy,716025
The Amazing Colossal Man Collection,394258
The Amazing Spider-Man Collection,125574
The Amazing Spider-Man TV Collection,225941
The Amityville Collection,397842
The Angel Collection,161314
The Angry Birds Collection,531315
The Animatrix,712859
The Apple Dumpling Gang Collection,87232
The Apple Family Plays,708424
The Apu Trilogy,158391
The Are We Collection,176118
The Arrival Collection,116661
The Art of War Collection,25410
The Avengers Collection,86311
The Aztec Mummy Collection,510834
The Babysitter Collection,737382
The Bad News Bears Collection,215326
The Baron Collection,734326
The Benchwarmers Collection,632730
The Benji Collection,424830
The Best Man Collection,243598
The Bible Explorer Series,409096
The Big Bottom Box,268014
The Big Brother Collection,218402
The Bill Douglas Trilogy,167716
The Bionic Collection,283728
The Birds Collection,690952
The Black List,506374
The Black Mask Collection,205860
The Black Stallion Collection,405393
The Blind Dead Collection,108170
The Blob Collection,422193
The Bloodthirsty Trilogy,303851
The Blue Lagoon Collection,59586
The Blues Brothers Collection,112636
The Boogeyman Collection,96937
The Boogeyman Collection,715105
The Boondock Saints Collection,87186
The Boss Baby Collection,519457
The Bourne Collection,31562
The Bowery Boys,415931
The Boxcar Children Collection,540660
The Boy Collection,666337
The Boys of St. Vincent,519910
The Brady Bunch Collection,224478
The Brady Bunch TV Movie Collection,661699
The Brave Archer Collection,205675
The Brave Little Toaster Collection,141282
The Bridge Collection,451539
The Bronx Warriors Trilogy,324371
The Brotherhood Collection,262086
The Bunglers Collection,123588
The Butterfly Effect Collection,52749
The Car Collection,629358
The Cell Collection,223564
the chasing world,745180
The Cheerleaders Collection,308153
The Cheetah Girls Collection,425880
The Christmas Chronicles Collection,743824
The Chronicles of Narnia Collection,420
The Chronicles of Riddick Collection,2794
The ChubbChubbs Collection,169851
The Circuit Collection,405317
The Collector Collection,165369
The Comedians Of Comedy Collection,157626
The Comics Collection,256953
The Condemned Collection,375228
The Confidence Man JP,657351
The Conjuring Collection,313086
The Corman-Poe Cycle Collection,687019
The Corporation Collection,747566
The Count of Monte Cristo (Pierre Richard-Willm) Collection,699234
The Crazy Cats Collection,708213
The Crazy Companies Collection,401189
The Creeper Collection,547910
The Cremaster Cycle,142717
The Crime Doctor Collection,86227
The Criminals Collection,362294
The Crimson Rivers Collection,3963
The Crocodiles Collection,120169
The Croods Collection,464577
The Crossing Collection,295274
The Crow Collection,9436
The Curse Collection (1987-1991),744915
The Cutlass Collection,285428
The Cutting Edge Collection,110179
The Cycling Collection,645602
The Damned Collection,746434
The Dark Knight Collection,263
The Dead Collection,294226
The Death of Superman Collection,593251
The Debt Collector Collection,709271
The Decalogue,37452
The Decline of Western Civilization Collection,157671
The Delta Force Collection,126166
The Dentist Collection,117952
The Descent Collection,87258
The Detective Collection,239011
The Devil in Miss Jones Collection,551162
The Devil's Carnival Collection,476071
The Dino Shows,331088
The Dirty Dozen Collection,124492
The Disappearance Of Eleanor Rigby Collection,446782
The Divine Move Collection,633664
The Doberman Gang Collection,598314
The Doctor Series,192486
The Dog Who Saved Christmas Collection,147765
The Doll,632912
The Donald Strachey Collection,166563
The Dukes of Hazzard (Reboot) Collection,332357
The Dukes of Hazzard Collection,520591
The Durango Kid,402457
The Emigrants Collection,308465
The Emperor's New Groove Collection,178117
The Encounter Collection,168949
The Endless Summer Collection,252313
The Equalizer Collection,523855
The Étoile Collection,518066
The Executioner duology,463813
The Exorcist Collection,12263
The Expendables Collection,126125
The Exterminator Collection,284024
The Eye Collection,264335
The Fable,734521
The Falcon Series,47630
The Famous Five,180513
The Fast and the Furious Collection,9485
The Fjällbacka Murders,245326
The Flicka Collection,100992
The Flintstones Collection,351684
The Flirting Scholar Collection,332342
The Fly (1986) Collection,109609
The Fly Collection,123213
The Fontainhas Collection,699053
The Forbidden Legend: Sex And Chopsticks Collection,131868
The Foreigner Collection,308645
The Four Collection,252338
The Fox and the Hound Collection,100970
The Frogtown Collection,160468
The Fruit is Ripe Series,680723
The Gabriels: Election Year in the Life of One Family,622044
The Gallows Collection,506363
The Game trilogy,464007
The Garden of Sinners Collection,23240
The Gate Collection,340623
The Gathering Storm,604827
The Gidget Collection,145494
The Gingerdead Man Collection,138968
The Gingko Bed Collection,284733
The Girl - Millennium Collection,575987
The Glass House Collection,520790
The Godfather Collection,230
The Gods Must Be Crazy Collection,87805
The Good Witch Collection,87251
The Great Gildersleeve Collection,466475
The Gremlins Collection,89151
The Grudge Collection,1974
The Gruffalo Collection,129748
The Grump Collection,499382
The Guyver Collection,280562
The Hailey Dean Mysteries Collection,667188
The Hamiltons Collection,264339
The Hangover Collection,86119
The Hannibal Lecter Collection,9743
The Happy Hooker Collection,427944
The Haunted Cop Shop Collection,398801
The Haunting in Connecticut Collection,169740
The Heroic Trio Collection,156240
The Hills Have Eyes (Original) Collection,267922
The Hills Have Eyes (Reboot) Collection,8918
The Hire,113589
The Hitcher Collection,476054
The Hitman's Bodyguard Collection,608101
The Hobbit Collection,121938
The Hobgoblin Collection,429826
The Hocus Pocus Collection,751156
The Hoodlum Soldier Collection,459460
The Horror Convention Massacre,489680
The Hospital Collection,413102
The Houses October Built Collection,478328
The Howling Collection,174218
The Human Centipede Collection,96671
The Human Condition Collection,85473
The Hunchback of Notre Dame Collection,97456
The Hunger Games Collection,131635
The Hunt for Eagle One Collection,703777
The Hunters Collection,137913
The Huntsman Collection,393379
The Hustler Collection,387219
The Immortal Wars Collection,565841
The Inbetweeners Collection,279959
The Incredible Hulk (TV Movie) Collection,114431
The Incredibles Collection,468222
The Indian Tomb,190043
The Indian Tomb (CCC Film) Collection,378025
The Indian Tomb (Richard Eichberg-Film GmbH) Collection,212113
The Inspector Wears Skirts Collection,284100
The Invisible Man Collection,259401
The Invoking Collection,497534
The Irony of Fate Collection,107473
The Jack Dee Collection,168385
The Jack Ryan Collection,192492
The Jake Gittes Collection,359005
The Jennifer Found Footage Collection,531675
The Joy Collection,611230
The Joys of Torture Collection,119240
The Jungle Book Collection,97459
The Karate Kid Collection,8580
The Kiddy Grade Collection,151305
The Killer Eye Collection,749405
The King of Minami Returns,540185
The Kingdom,205977
The Kissing Booth Collection,726619
The Klapisch Trilogy,239766
The Kolchak Collection,554677
The Land Before Time Collection,19163
The Last Exorcism Collection,177675
The Last House on the Left Collection,629830
The Last Picture Show and Texasville,751961
The Lawnmower Man Collection,124935
The Legend Collection,122945
The Lego Batman Movie Collection,696630
The Lego Movie Collection,325470
The Librarian Collection,85890
The Lion King Collection,94032
The Little Mermaid Collection,33085
The Little Polar Bear Collection,9088
The Lone Ranger (Clayton Moore) Collection,460292
The Lord of the Rings Animated Collection,141290
The Lord of the Rings Collection,119
The Lost Skeleton Collection,158373
The Lost World Collection,585662
The Lyons Collection,123799
The Magick Lantern Cycle,53043
The Magnificent Seven Collection,110021
The Man from Earth Collection,464270
The Man From Snowy River Collection,89272
The Man from U.N.C.L.E. Collection,435805
The Man in White Collection,750651
The Man with the Iron Fists Collection,334356
The Mangler Collection,374418
The Marine Collection,166373
The Mark Collection,324458
The Mask Collection,43072
The Matrix Collection,2344
The Maze Runner Collection,295130
The Meg Collection,742536
The Mesrine Collection,85945
The Messengers Collection,164395
The Mighty Ducks Collection,10709
The Millennium Collection,24761
The Mistress of Atlantis (G.W. Pabst),711290
The Modesty Blaise Collection,113635
The Monkey King Collection,392206
The Motivation,721793
The Mummy (Hammer) Collection,138965
The Mummy (Universal) Collection,221544
The Mummy Collection,1733
The Muppet Collection,256377
The Musketeers Collection,87631
The Mysterians Collection,491769
The National Shotgun Collection,705369
The Net Collection,328073
The Neverending Story Collection,91430
The New Adventures of Aladin Collection,579012
The Nibelungen (CCC Remake) Collection,342009
The Nigger Charley Collection,201932
The Night Before Exams - Collection,514992
The Note Collection,741682
The Nunsense Collection,265611
The Nut Job Collection,464308
The Nutty Boy Collection,567630
The Nutty Professor Collection,86028
The Odd Couple Collection,221966
The Olsen Gang Collection,11118
The Omen Collection,10919
The One-Armed Swordsman Collection,201548
The Option Collection,403699
The Orphic Trilogy,84923
The Other Side of Heaven Collection,663273
The Other Side of the Mountain,738519
The Outlaws Collection,373998
The Outlaws Collection,619802
The Pact Collection,292068
The Paleface Collection,456980
The Party Collection,41649
The Phantom of the Opera Collection,694598
The Philadelphia Experiment Collection,145784
The Philip Lovecraft Collection,702997
The Pink Panther (Original) Collection,937
The Pink Panther (Steve Martin) Collection,130440
The Poseidon Adventure Collection,372257
The President's Man Collection,257899
The Prince & Me Collection,86334
The Princess and the Pea,416935
The Princess Diaries Collection,107674
The Princess Switch Collection,713330
The Prophecy Collection,9068
The Prostitute Trilogy,456734
The Protector Collection,251970
The Punisher Collection,635362
The Purge Collection,256322
The Raid Collection,257960
The Rally Collection,664709
The Raven Collection,185010
The Red Phone Collection,727595
The Red Riding Trilogy,291090
The Reef Collection,205029
The Rescuers Collection,57971
The Reunion Collection,311102
The Ring Collection,14563
The Ringer Collection,631439
The Road to Calvary - Trilogy,587281
The Rockford Files Collection,492873
The Rocky Horror Picture Show Collection,694606
The Rutles Collection,255702
The Sabata Collection,321065
The Saint  (RKO) Collection,86224
The Sally Lockhart Mysteries Collection,468039
The Sandlot Collection,87214
The Santa Clause Collection,53159
The Scorpion King Collection,116669
The Secret Agent's Collection,142523
The Secret Garden Collection,462565
The Secret Life of Pets Collection,427084
The Secret Of NIMH Collection,141292
The Seven Deadly Sins (Anime),703485
The Sex Files,432207
The Shadow Collection,105075
The Shaggy Dog Collection,294519
The Shamer's Daughter Collection,590010
The Sheriff and the Satellite Kid Collection,351721
The Shining Collection,530064
The Sinbad Collection,321063
The Sisterhood of the Traveling Pants Collection,17368
The Six Million Dollar Man Collection,384040
The Skateboard Kid - Collection,727666
The Skulls Collection,8647
The Slumber Party Massacre Collection,138971
The Smurfs (Animated) Collection,125577
The Smurfs (Theatrical) Collection,134897
The Society of the Spectacle Collection,677551
The Sorority House Massacre Collection,138974
The Souvenir Collection,583369
The Space Odyssey Series,4438
The Spiders Serial,189295
The Spiritual Boxer Collection,385650
The State of the World,713832
The Stepfather Collection,138706
The Sting Collection,330605
The Storm Riders Collection,146532
The Stranger Collection,527817
The Stranger collection,702646
The Strangers Collection,487765
The Street Fighter Collection,48829
The Substitute Collection,143766
The Suicide Manual Collection,660759
The Swan Princess Collection,144200
The Sweeney Movie Collection,270156
The Swordsman Collection,353006
The Taisho Trilogy,668451
The Tall Blond Man Collection,105764
The Terminator Collection,528
The Terrorism Trilogy collection,687879
The Thin Man Collection,47814
The Thing Collection,479888
The Thinning Collection,554930
The Three Brothers Collection,283733
The Three Investigators Collection,10460
The Three Mesquiteers Collection,392686
The Three Mothers Collection,127280
The Three Musketeers (Silent era),707853
The Toxic Avenger Collection,32135
The Transporter Collection,9518
The Trip Collection,309300
The Trolls Collection,489724
The Troops Collection,718511
The Truth Collection,726281
The Twilight Collection,33514
The Twins Effect Collection,192541
The Ultimate Collection,269190
The Underdog Knight Collection,385719
The Under-Gifted Collection,215293
The Unnamable Collection,685489
The Untold Story Collection,686791
The Up Collection,95051
The Urotsukidoji Collection,113592
The Valdemar Legacy Collector,74473
The Vampire Chronicles Collection,217704
The Vanished Collection,556249
The Visitors Collection,52888
The Water Margin Collection,201835
The Water of the Hills,464784
The Water of the Hills Collection,39460
The Wedding March Collection,521615
The Whistler collection,33381
The White Storm Collection,644309
The Whole Nine/Ten Yards Collection,103577
The Wild Geese Collection,321061
The Wild Soccer Bunch Collection,11173
The Wind in the Willows - Collection,711264
The Wives Collection,599649
The Wixxer Trilogy,68589
The Wolf Man Collection,259027
The Wolverine Collection,453993
The Woman in Black Collection,315560
The Work and the Glory Collection,243738
The Worricker Collection,260601
The Written Off Collection,581242
The X Files Collection,19387
The Yakuza Papers Collection,191023
The Yes Men Collection,475520
Theo Gromberg Filmreihe,329132
Thermae Romae Collection,385717
They Call Me Bruce Collection,315750
Think Like a Man Collection,239430
This is America Collection,227541
Thomas & Friends Collection,89135
Thor Collection,131296
Those Magnificent Men in Their...,752614
Thou Shalt Laugh Collection,98448
Three Colors Collection,131
Three Extremes Collection,498418
Three Heroes Collection,122123
Three Kingdoms Collection,736590
Three Musketeers Collection,105597
Three Steps Above Heaven Collection,141649
Thumbs! Collection,100415
Thunder in Paradise Collection,425881
Thunderbirds (Supermarionation) Collection,306882
Tiger Cage Collection,204930
Tiger Claws Collection,205678
Tiger Collection,485645
Tiger on the Beat Collection,344563
Till Luck Do Us Part Collection,342577
Timecop Collection,170452
Tinker Bell Collection,315595
To All the Boys Collection,569738
"To Sir, with Love Collection",327598
Todd McFarlane's Spawn,184225
Tödliche Geheimnisse,472922
Tokyo Decadence,227147
Tokyo Ghoul Movie Collection,551278
Tom and Jerry in Oz Collection,739616
Tom Sawyer/Huck Finn Filmreihe,549872
Tomb Raider (Reboot) Collection,621142
Tomb Raider Collection,2467
Tomie Collection,139394
Tomme Tønner Collection,316324
Tomtar och Trolltyg Collection,104774
Tony Rome Collection,544982
Tooth Fairy Collection,222634
Top Gun Collection,531330
Topper Collection,438087
Torakku Yarō,472399
Tora-san Series,435347
Torchy Blane,393326
Torrente Collection,2248
Torrente X,693545
Toseinin Collection,633541
Towa no Quon,499073
Toy Story Collection,10194
Train to Busan Collection,619537
Trainspotting Collection,424202
Trancers Collection,47627
Transformers Collection,8650
Transforming Human Series,730098
Transylvanians Trilogy,620931
Trapped in the Closet,19262
Trekkies Collection,509686
Tremors Collection,91799
Tresko,339433
Tři spory (kolekce),726909
Trick Collection,326369
Trilogie,194752
Trilogy Marseillaise,201260
Trilogy of Terror Collection,188458
Trinity Collection,583555
Trois,754381
Troll Collection,123218
TRON Collection,63043
Troublesome Night Collection,403643
True Justice,291268
True North Collection,553902
Tsatsiki Collection,571174
Tulse Luper,3292
Turbulence Collection,166379
Twitches Collection,263106
Twittering Birds Never Fly  Collection,741633
Ukraine Trilogy,441443
Uli Filmreihe,638931
Ultimate Avengers Collection,286904
Ultimo Collection,123735
Ulzana Collection,730293
Umizaru Collection,185627
Un éléphant ça trompe énormément,351667
"Un Franco, 14 pesetas - Duología",320095
Unbroken Collection,725873
Under Siege Collection,112399
Underbelly Files Collection,708740
Undercover Brother Collection,645393
Underworld Collection,2326
Undisputed Collection,117777
Unfriended Collection,506355
Universal Soldier Collection,10713
Unna Trilogy,703277
Unofficial Ghosthouse Series,123289
Unseen Evil Collection,726337
Unstable Fables Collection,114993
Urban Legend Collection,52760
Ursus collection,432254
Urusei Yatsura,354164
USA: Land of Opportunities Collection,1952
Ushijima the Loan Shark Collection,524155
Uuno Turhapuro,148324
V/H/S Collection,207621
V8 Collection,399925
Vacaciones de terror - Colección,343728
Vacancy Collection,86112
Vacanze di Natale Collection,658925
Vado a vivere da solo Collection,529232
"Vai Trabalhar, Vagabundo",429229
Valami Amerika gyűjtemény,147220
Válečná trilogie,311005
Vampire Boys Collection,256746
Vampire Hunter D Collection,122952
Vampires Collection,348843
Vampires Suck Collection,278920
Vampiros en La Habana - Colección,624906
Van Helsing Collection,109608
Vanishing Son Collection,372993
Vares Collection,101646
Varg Veum Collection,97156
Vašátko a Horác (kolekce),579938
Väter allein zu Haus Collection,729646
Venom Collection,558216
Vi på Saltkråkan,511119
Vice Academy Collection,314638
Vincke & Verstuyf trilogy,691371
Violence Jack Collection,213150
Violent Shit Collection,242275
Virgil Tibbs Collection,492896
Virgin Hunters Collection,710303
Virgin Soldiers Collection,398596
Vishwaroopam Collection,654203
Vitello,658950
Vixens Collection,294834
Viy Collection,428046
Vorzimmer zur Hölle Filmreihe,231172
Wachtmeister Studer (Hans Heinz Moser) Filmreihe,724663
Wachtmeister Studer Filmreihe,685236
Waiting Collection,93731
Waldheimat,717592
Walker Series,485512
Walking Tall (Reboot) Collection,299748
Walking Tall Collection,157504
Wall Street Collection,52783
Wallace & Gromit Collection,529
Wallander,284326
Wallander samling (Rolf Lassgård),315944
Walter & Carlo: Daddy's 4 Movies (Collection),231909
War and Peace Collection,504490
War of the Worlds Collection,201061
WarGames Collection,151263
Warlock Collection,87536
Warriors of Virtue Collection,174407
Watchers Collection,721889
Wave / Quake Collection,535748
Waxwork Collection,126220
Wayne's World Collection,8979
We Are From The Future Collection,165778
Weather Woman Collection,724715
Weekend at Bernie's Collection,118221
Welcome Collection,401655
Wendy Collection,547736
Werner Collection,9500
Westworld Collection,166698
What a Wonderful Family Collection,507035
What the Bleep! Collection,476065
When a Stranger Calls Collection,276838
Whispering Corridors Collection,131780
Whistling Collection,435108
White Collar Hooligan Collection,297142
White Crane Chronicles,192974
White Fang Collection,178654
White Noise Collection,102777
Why Did I Get Married Collection,143588
Why We Fight,158365
Wicked Priest Collection,463385
Wickie Collection,133962
Wiener Dog Nationals Collection,435798
Wild Chicks Collection,122404
Wild Orchid Collection,5202
Wild Things Collection,33059
Wild Wild West,123640
Willard Collection,375886
Willi Filmreihe,646041
Willy Wuff,165309
Win Garano Collection,539062
Windstorm Collection,334414
Wings Collection,586539
Winnerbäck Collection,715859
Winnetou - The myth lives,432479
Winnetou Collection,9309
Wir haben gar kein ... Filmreihe,284672
Wishmaster Collection,135489
Witch Mountain Collection,90348
Witchboard Collection,168186
Witchcraft Collection,203029
Without a Paddle Collection,146534
Wizards of the Lost Kingdom - Collection,544508
Wizards of Waverly Place Collection,413935
Wodehouse P.G. Collection,122778
Wolf Creek Collection,268098
Wolf Warrior Collection,471435
WolfCop Collection,533711
Wonder Woman Collection,468552
World of Watches Collection,3106
Would I Lie to You? Collection,115840
Wreck-It Ralph Collection,404825
Wrong Turn Collection,52985
X-Men Collection,748
Xtro Collection,114915
xXx Collection,52785
Yakuza Deka Collection,499097
Yakuza Ladies series,520945
Yamakasi - Collection,107471
Yamla Pagla Deewana Collection,362878
Yokai Monsters Series,724871
Yo-kai Watch Movie Collection,689266
Yossi Collection,409138
You Got Served Collection,353721
Young And Dangerous Collection,155408
Young Guns Collection,9329
Young Mother Series,698392
Yu-Gi-Oh Collection,600207
Yumurcak Serisi,664376
Yuppies Collection,123576
Z pekla štěstí (kolekce),204504
Zanna Bianca Collection,283775
Zapped Collection,137766
Zärtliche Chaoten Filmreihe,429611
Zatoichi: The Blind Swordsman Collection,96887
"Ze Inconnus Story - Le bôcoup meilleur, l'intégrale",76918
Zeitgeist Collection,96682
Zenon Collection,321148
Zero Woman Collection,256374
Zimmer mit Stall Filmreihe,690428
Zip & Zap - Colection,433140
Zombi Collection,133923
Zombie Massacre Collection,568449
Zombieland Collection,537982
Z-O-M-B-I-E-S Collection,683698
Zona del silencio Collection,546206
Zoolander Collection,352789
Zorn - Filmreihe,650667
Zorro (Silent era),707724
Zorro Collection,1657
Zsaruvér és Csigavér gyűjtemény,349404
Zu Warriors Collection,385721
Zulu Collection,374386
